"Ukazatel","Typ údaje","Území","CZ-COICOP","Měsíce","Hodnota"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","duben 2019","107.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","květen 2019","107.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","červen 2019","108"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","červenec 2019","108.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","srpen 2019","108.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","září 2019","108"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","říjen 2019","108.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","listopad 2019","108.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","prosinec 2019","108.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","leden 2020","110.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","únor 2020","110.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","březen 2020","110.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","duben 2020","110.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","květen 2020","111.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","červen 2020","111.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","červenec 2020","112.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","srpen 2020","112.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","září 2020","111.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","říjen 2020","111.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","listopad 2020","111.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","prosinec 2020","111.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","leden 2021","112.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","únor 2021","113.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","březen 2021","113.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","duben 2021","114"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","květen 2021","114.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","červen 2021","114.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","červenec 2021","115.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","srpen 2021","115.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","září 2021","116.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","říjen 2021","117.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","listopad 2021","117"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","prosinec 2021","117.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","leden 2022","122.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","únor 2022","124.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","březen 2022","126.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","duben 2022","129.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","květen 2022","131.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","červen 2022","133.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","červenec 2022","135.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","srpen 2022","135.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","září 2022","136.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","říjen 2022","135.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","listopad 2022","137.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","prosinec 2022","137.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","leden 2023","146.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","únor 2023","147.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","březen 2023","147.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","duben 2023","147.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","květen 2023","147.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","červen 2023","148.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","červenec 2023","149"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","srpen 2023","149.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","září 2023","148.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","říjen 2023","148.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","listopad 2023","148.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","prosinec 2023","147.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","leden 2024","150.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","únor 2024","150.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","březen 2024","150.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","duben 2024","152.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","květen 2024","152"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","červen 2024","151.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","červenec 2024","152.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","srpen 2024","152.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","září 2024","152.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","říjen 2024","152.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","listopad 2024","152.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","prosinec 2024","152.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","leden 2025","154.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Úhrn","únor 2025","154.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","leden 2000","72.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","únor 2000","72.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","březen 2000","71.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","duben 2000","71.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","květen 2000","71.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","červen 2000","71.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","červenec 2000","71.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","srpen 2000","72.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","září 2000","72.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","říjen 2000","73.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","listopad 2000","73.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","prosinec 2000","74.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","leden 2001","75.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","únor 2001","74.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","březen 2001","75"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","duben 2001","75.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","květen 2001","76.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","červen 2001","77.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","červenec 2001","77.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","srpen 2001","76.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","září 2001","75.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","říjen 2001","75.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","listopad 2001","75.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","prosinec 2001","76.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","leden 2002","78"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","únor 2002","77.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","březen 2002","77"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","duben 2002","76.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","květen 2002","76.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","červen 2002","75"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","červenec 2002","73.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","srpen 2002","72.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","září 2002","72.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","říjen 2002","72.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","listopad 2002","71.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","prosinec 2002","72.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","leden 2003","73.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","únor 2003","72.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","březen 2003","72.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","duben 2003","72.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","květen 2003","73.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","červen 2003","74"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","červenec 2003","72.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","srpen 2003","71.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","září 2003","71.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","říjen 2003","72.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","listopad 2003","74.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","prosinec 2003","75"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","leden 2004","76.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","únor 2004","75.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","březen 2004","75.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","duben 2004","76.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","květen 2004","75.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","červen 2004","75.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Potraviny a nealkoholické nápoje","červenec 2004","75.5"
